	SLA0109	SLA0110	SLA0210	SLA0514	SLA1213	SLA1812	SLA2014	SLA2311	SLA2411	SLA2710	SLA3014	SLA3311	SLA3315	SLA615	SLA715
ENSG00000012983	1082	1316	1583	1512	1143	1151	659	865	706	569	279	1247	1111	415	392
ENSG00000013016	188	677	346	426	305	285	220	320	248	312	96	180	392	107	363
ENSG00000013275	359	416	485	346	461	465	301	365	258	218	85	459	270	104	188
ENSG00000013288	1211	1366	1510	1042	1684	1287	638	961	884	661	235	1426	1042	369	721
ENSG00000013293	0	1	0	7	2	1	0	0	3	3	0	2	0	0	0
ENSG00000013297	2	4	0	3	0	1	0	0	0	0	0	0	3	0	2
ENSG00000013306	348	353	459	186	390	305	371	311	219	139	102	342	373	160	272
ENSG00000013364	1563	1827	1567	992	2007	2288	889	1600	1404	1178	410	1880	1216	572	1108
ENSG00000013374	1218	1597	2239	1920	1801	1533	763	1369	1006	1136	237	1723	1005	425	498
ENSG00000013375	409	417	367	328	379	345	160	219	260	181	48	322	303	187	146
ENSG00000013392	40	57	79	60	50	54	28	30	34	36	9	66	42	14	27
ENSG00000013441	3220	3100	6994	5813	4434	4568	3657	4063	2222	2463	593	4528	3042	1202	976
ENSG00000013503	296	336	373	373	340	327	135	276	250	252	62	334	237	116	98
ENSG00000013523	257	437	379	327	412	291	153	236	234	160	32	332	224	123	174
ENSG00000013561	350	422	385	309	353	394	151	255	189	146	64	362	247	88	141
ENSG00000013563	82	176	214	194	166	233	117	174	95	80	29	133	70	55	111
ENSG00000013573	75	240	314	226	335	434	93	249	184	197	95	321	413	153	68
ENSG00000013583	121	157	160	142	173	102	52	97	117	60	9	186	110	32	55
ENSG00000013588	0	0	0	9	8	1	0	1	0	6	6	0	0	0	0
ENSG00000013619	32	22	57	65	80	38	26	34	11	42	10	52	55	12	16
ENSG00000013725	1712	2014	2574	1791	2829	2065	1426	1517	1071	1277	280	2989	2168	861	994
ENSG00000013810	864	1337	1178	915	1300	1584	610	1124	1089	680	273	1406	811	337	792
ENSG00000014123	1057	1142	1375	1226	1075	1006	477	821	567	488	131	1116	710	306	276
ENSG00000014138	50	47	68	44	80	80	27	41	42	33	14	66	72	42	51
ENSG00000014164	319	452	447	223	540	510	382	346	294	145	173	405	346	112	361
ENSG00000014216	1022	1542	1443	1033	1622	1584	689	1026	1039	829	368	1256	1134	334	971
ENSG00000014257	497	650	530	753	462	699	97	297	540	134	94	380	259	63	186
ENSG00000014641	271	389	556	354	364	396	161	352	171	179	64	412	334	141	130
ENSG00000014824	838	942	1136	996	927	978	362	661	547	437	148	946	694	317	250
ENSG00000014914	303	327	355	371	286	340	176	239	282	82	54	231	243	109	154
ENSG00000014919	518	545	511	490	438	465	148	320	332	221	36	378	328	148	131
ENSG00000015133	5622	6082	9069	5593	8243	7693	4168	6344	4976	5536	1555	8773	4277	2234	2988
ENSG00000015153	1330	827	1660	1441	1214	1253	711	1019	760	656	175	1301	754	265	265
ENSG00000015171	1180	1470	1627	1339	1441	1385	525	858	908	761	182	1488	906	396	402
ENSG00000015285	1573	2076	2126	1681	2325	2359	960	1900	1525	1028	516	2170	1100	388	1013
ENSG00000015413	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0
ENSG00000015475	520	604	794	766	590	638	501	490	400	264	139	702	525	138	271
ENSG00000015479	913	735	2205	1532	1370	1373	859	1006	642	734	207	1522	1210	385	301
ENSG00000015520	0	14	0	11	1	8	4	5	0	0	4	2	0	0	4
ENSG00000015532	357	455	479	250	495	396	230	365	253	184	92	446	311	109	262
ENSG00000015568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592	0	0	4	4	2	0	2	0	1	0	1	0	2	0	2
ENSG00000015676	806	977	1003	743	1074	1197	463	851	634	669	106	1180	780	398	495
ENSG00000016082	0	0	0	2	0	0	0	1	1	3	0	0	0	0	0
ENSG00000016391	6	18	6	12	10	8	0	2	6	4	2	11	2	26	4
ENSG00000016402	0	0	0	8	0	0	4	0	0	1	0	0	0	0	0
ENSG00000016490	1	0	0	15	0	0	0	2	0	0	0	0	0	0	0
ENSG00000016602	2	2	0	8	0	0	0	0	2	4	0	3	0	0	0
ENSG00000016864	297	342	336	290	245	259	86	252	199	118	30	294	245	86	111
ENSG00000017260	1227	1341	1439	1430	1283	1433	642	1033	911	765	229	1269	1170	622	559
ENSG00000017427	0	0	4	3	5	0	2	0	0	4	0	2	0	0	1
ENSG00000017483	103	144	119	114	123	97	73	55	29	72	8	104	72	53	44
ENSG00000017797	816	1142	1159	1017	1048	1136	403	770	702	543	186	1019	581	268	367
ENSG00000018189	1101	1138	1349	1590	1204	1448	685	861	951	586	254	1219	985	503	478
ENSG00000018236	0	5	0	8	0	2	0	3	0	6	0	1	0	1	0
ENSG00000018280	3049	2220	4389	4350	4300	10867	3479	5226	3521	1394	1801	4591	2116	887	2769
ENSG00000018408	22	14	44	34	33	22	13	11	14	14	0	53	17	5	5
ENSG00000018510	1362	1505	1802	1924	1539	1417	524	1086	949	575	231	1381	1068	385	394
ENSG00000018607	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0
ENSG00000018610	143	199	301	218	184	268	119	222	122	137	36	213	161	72	60
ENSG00000018625	0	3	2	12	0	3	1	0	0	5	0	0	6	0	2
ENSG00000018699	353	362	401	320	366	351	195	221	260	227	100	384	383	160	174
ENSG00000018869	33	41	20	33	45	23	12	27	20	12	12	25	40	8	15
ENSG00000019102	67	241	115	226	134	125	112	114	163	83	83	55	221	55	211
ENSG00000019144	22	21	17	78	40	21	15	19	20	36	8	27	20	2	22
ENSG00000019169	125	215	32	174	282	193	111	195	49	52	28	43	62	17	9
ENSG00000019186	2	12	2	33	11	6	1	7	1	9	0	10	6	4	0
ENSG00000019485	169	200	177	146	295	245	100	147	132	132	49	217	187	129	122
ENSG00000019505	0	0	0	3	0	0	0	2	0	2	0	2	0	0	0
ENSG00000019549	0	0	0	4	0	0	1	0	0	2	0	0	0	0	0
ENSG00000019582	16806	41762	37934	31059	37415	29092	19555	24006	18003	10569	7831	32479	18600	5907	11889
ENSG00000019991	349	281	308	322	299	237	50	148	212	48	40	219	127	54	79
ENSG00000019995	489	654	969	767	614	640	500	641	438	485	72	670	366	163	156
ENSG00000020129	234	334	187	148	315	273	141	221	187	148	34	241	173	68	135
ENSG00000020181	71	97	60	56	82	113	26	52	56	28	16	34	51	10	61
ENSG00000020219	0	1	0	4	0	0	0	0	3	1	0	2	1	2	0
ENSG00000020256	236	330	316	247	364	275	139	164	231	149	56	372	185	66	100
ENSG00000020426	166	185	282	223	239	214	68	151	144	132	41	221	156	57	48
ENSG00000020577	164	94	141	179	224	99	201	108	77	69	40	249	140	35	82
ENSG00000020633	2093	2316	4633	2279	3417	2645	1735	2269	1298	2348	521	3819	1732	682	812
ENSG00000020922	1016	1155	1345	1197	1090	1089	478	882	784	694	172	1400	1056	488	370
ENSG00000021300	237	365	378	227	319	277	106	240	159	170	44	346	222	64	132
ENSG00000021355	1586	2261	2799	2410	1364	2731	794	1529	1426	632	338	1611	1288	444	639
ENSG00000021461	2	1	4	4	1	3	0	2	6	5	0	1	2	0	0
ENSG00000021488	17	2	1	17	8	4	0	5	10	1	0	4	0	10	6
ENSG00000021574	805	957	1007	894	772	906	299	438	552	339	105	776	670	235	290
ENSG00000021645	5	0	0	40	2	1	1	0	1	13	0	1	0	0	0
ENSG00000021762	915	423	978	442	944	892	419	835	667	747	337	1278	579	303	404
ENSG00000021776	2271	2305	2740	2656	2206	2698	971	1960	1758	1226	351	2368	1824	822	847
ENSG00000021826	16	4	2	25	24	16	0	10	10	19	0	10	8	2	8
ENSG00000021852	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSG00000022267	185	417	254	524	286	210	205	227	186	177	86	99	366	101	160
ENSG00000022277	462	679	665	559	630	735	341	541	466	303	74	515	409	171	192
ENSG00000022355	0	0	0	14	0	0	0	0	0	6	0	0	0	1	0
ENSG00000022556	107	60	93	96	47	43	45	151	12	278	15	140	101	73	10
ENSG00000022567	244	301	327	237	358	329	234	178	216	147	70	273	214	64	198
ENSG00000022840	1304	1547	2134	1306	1664	1865	1100	1417	1190	1219	317	1753	1207	706	748
ENSG00000022976	174	230	310	263	282	263	128	188	204	132	48	281	151	95	127
ENSG00000023041	1163	1301	1718	1920	1277	1385	613	1282	914	622	204	1542	917	419	405
ENSG00000023171	374	385	705	638	658	503	295	428	333	198	81	664	427	184	228
ENSG00000023191	777	985	1018	510	1172	1187	668	859	536	423	230	761	647	152	558
ENSG00000023228	1137	1203	1269	1375	1101	1085	387	773	702	598	167	1184	920	394	481
ENSG00000023287	1987	2486	3447	3482	2390	2859	1667	2419	1543	1240	406	2694	1628	875	696
ENSG00000023318	1507	1757	1792	1891	1636	1581	645	1034	1010	564	241	1648	1039	368	451
ENSG00000023330	314	446	337	326	323	305	187	237	284	166	69	268	209	114	124
ENSG00000023445	3279	4848	3560	4696	3294	3726	3726	3392	1666	2020	327	3488	2317	1220	888
ENSG00000023516	2727	3244	3281	3295	2748	2781	1042	1768	1561	1197	434	2592	2019	1048	795
ENSG00000023572	190	338	392	382	268	252	72	146	189	95	59	272	168	107	110
ENSG00000023608	103	79	83	105	70	87	41	83	58	44	8	69	54	12	22
ENSG00000023697	206	277	338	356	273	289	87	213	198	113	75	200	229	88	97
ENSG00000023734	659	907	1238	1029	644	961	488	707	482	510	78	878	426	137	172
ENSG00000023839	71	80	73	67	86	97	53	67	71	82	12	91	110	68	73
ENSG00000023892	1525	1811	1756	1085	2197	2057	1059	1484	1269	1386	306	1802	1089	517	945
ENSG00000023902	1498	1842	1981	1740	1636	2152	945	1613	1268	874	376	2046	1289	450	834
ENSG00000023909	361	343	454	382	310	275	128	252	169	226	56	309	352	66	88
ENSG00000024048	2964	2923	4191	4037	3252	3952	1487	2565	2082	1579	635	3879	2721	1602	1443
ENSG00000024422	10	24	12	35	14	6	12	6	8	6	4	0	8	0	4
ENSG00000024526	0	3	3	16	6	4	4	5	3	4	1	1	6	4	2
ENSG00000024862	127	201	214	207	239	218	80	197	120	94	16	205	152	48	57
ENSG00000025039	145	214	119	181	129	224	108	153	158	48	18	130	105	36	36
ENSG00000025156	271	326	439	306	288	295	202	250	216	175	44	319	224	113	104
ENSG00000025293	1529	1469	2209	1496	1787	1902	945	1251	1142	1061	305	1720	1256	686	702
ENSG00000025423	0	3	0	3	3	4	4	2	6	1	0	3	2	0	0
ENSG00000025434	35	69	69	65	93	76	43	35	46	39	14	63	52	26	30
ENSG00000025708	1339	1465	1430	1602	2471	2831	1152	1634	1050	435	432	2477	1338	349	1241
ENSG00000025770	212	221	263	122	239	219	279	249	119	192	44	265	178	126	194
ENSG00000025772	123	149	180	101	166	124	60	99	72	75	12	170	103	55	27
ENSG00000025796	1511	1832	2302	2470	1654	1788	813	1380	1225	821	283	1667	1040	541	483
ENSG00000025800	1160	1706	1888	1737	1521	1667	704	1155	1027	777	242	1580	1160	473	526
ENSG00000026025	4765	8701	10714	11795	7816	9928	3404	4505	6222	2856	887	5758	3705	1187	1603
ENSG00000026036	107	69	123	89	149	146	50	138	98	87	47	202	133	49	142
ENSG00000026103	461	440	636	714	549	567	224	229	170	241	54	498	431	159	173
ENSG00000026297	2958	2948	4779	3054	4115	4411	1302	3076	1973	1274	701	3628	2438	1100	1717
ENSG00000026508	11165	16587	20301	17301	15149	19739	8169	11024	10164	6469	2201	15644	9365	3892	4783
ENSG00000026559	3	13	5	3	8	16	21	0	4	8	0	25	9	2	8
ENSG00000026652	770	661	1814	1114	1343	1122	398	652	524	731	203	1746	762	420	530
ENSG00000026751	866	798	1107	778	953	779	490	600	420	479	169	1419	813	413	237
ENSG00000026950	3531	3204	3289	2013	3753	3350	1356	2037	2092	1609	560	4497	2828	1633	1339
ENSG00000027001	135	137	140	122	126	128	66	96	61	89	34	163	73	37	71
ENSG00000027075	3470	3081	5256	2963	4072	4417	1853	3346	2184	2864	529	4716	3189	1588	1271
ENSG00000027644	3	3	12	22	4	9	4	15	0	7	0	7	0	0	0
ENSG00000027697	1833	2453	3251	3616	1839	3243	989	2221	1579	723	236	2128	944	329	477
ENSG00000027847	237	375	409	251	523	386	192	339	274	180	98	441	254	117	189
ENSG00000027869	418	287	1450	941	913	806	388	1019	277	818	138	1322	436	303	260
ENSG00000028116	395	422	496	486	488	450	185	276	244	182	79	534	386	169	151
ENSG00000028137	3528	4638	5380	5269	4926	5267	1988	3690	2682	1489	981	4538	2525	1056	2434
ENSG00000028203	771	933	1039	997	890	933	530	658	501	407	145	866	779	370	265
ENSG00000028277	2197	4201	3483	2871	3607	4200	1663	2241	2288	1134	997	2834	1763	804	1647
ENSG00000028310	1031	941	1324	983	1240	1316	752	1139	772	793	200	1274	720	539	599
ENSG00000028528	2009	2622	2394	1958	2360	2451	1040	1572	1714	1134	471	2342	1824	1067	1126
ENSG00000028839	147	184	191	198	146	142	42	104	70	68	12	151	243	46	50
ENSG00000029153	37	41	37	60	36	46	4	34	35	17	6	24	22	10	20
ENSG00000029363	3786	4913	7676	7203	4736	5828	3028	4438	2898	2300	958	5245	3704	1441	1387
ENSG00000029364	883	951	953	844	835	950	336	535	565	348	102	828	651	288	296
ENSG00000029534	155	361	205	274	164	124	202	151	156	211	63	108	190	83	173
ENSG00000029559	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	165	207	183	104	172	117	68	61	134	124	15	143	146	96	112
ENSG00000029725	1435	1958	2236	1900	1920	1999	1124	1476	1441	1214	325	2038	1087	666	700
ENSG00000029993	30	36	73	78	41	56	11	32	22	28	12	40	20	2	4
ENSG00000030066	1260	1206	1310	1042	1192	1385	624	1046	924	830	235	1323	1200	687	586
ENSG00000030110	119	130	135	93	111	84	52	86	44	66	43	143	129	66	60
ENSG00000030304	26	13	53	92	23	43	19	20	35	10	5	17	13	8	9
ENSG00000030419	1507	1342	1417	874	1863	1325	415	686	723	985	326	1494	891	409	384
ENSG00000030582	2654	5755	3524	2103	3149	3949	1434	2419	2545	728	516	2853	1873	332	1784
ENSG00000031003	2295	2343	2473	2482	1995	2304	1054	1626	1416	1091	374	2201	1480	805	766
ENSG00000031081	677	1219	949	1038	1243	1140	410	612	629	308	206	955	648	333	455
ENSG00000031691	38	70	33	36	32	24	19	56	20	18	10	55	48	14	24
ENSG00000031698	1206	1506	1569	1243	1265	1220	517	1023	947	851	179	1275	747	349	381
ENSG00000031823	811	948	1211	754	1201	1126	634	991	730	703	211	1115	732	290	527
ENSG00000032219	2051	2915	3440	3385	2716	2857	1514	2466	2084	1728	482	3017	1638	878	740
ENSG00000032389	210	247	244	243	349	335	124	187	217	200	46	287	219	102	110
ENSG00000032444	901	874	938	610	1260	1163	606	716	807	525	304	988	622	223	816
ENSG00000032742	292	277	355	388	391	302	176	197	148	183	59	217	246	59	112
ENSG00000033011	149	138	95	97	124	129	58	117	108	70	22	141	121	103	73
ENSG00000033030	758	873	945	829	740	732	460	674	462	417	126	841	590	242	288
ENSG00000033050	98	155	153	110	114	122	54	74	96	71	27	126	111	70	88
ENSG00000033100	562	582	593	267	535	528	247	364	314	293	102	489	460	235	362
ENSG00000033122	87	77	103	160	87	156	53	94	159	170	14	219	57	14	26
ENSG00000033170	608	700	865	787	791	722	348	655	436	502	101	743	570	361	347
ENSG00000033178	1567	1560	1686	1878	1404	1616	823	1112	773	641	216	1511	1205	563	386
ENSG00000033327	1000	1965	2845	3001	1852	2596	1140	1675	1650	729	448	1949	884	477	704
ENSG00000033627	770	1232	1170	1460	938	1444	1031	882	1028	405	211	884	599	307	515
ENSG00000033800	2721	3976	4487	5286	3412	3716	1673	2492	2224	1350	661	3646	2204	923	1014
ENSG00000033867	2723	1827	3167	3742	2752	2519	1266	1847	1320	1741	386	3009	2278	917	721
ENSG00000034053	675	725	736	371	738	859	599	902	687	773	216	1264	564	317	280
ENSG00000034152	479	686	793	575	709	986	705	711	447	370	187	649	552	240	473
ENSG00000034239	0	0	0	6	0	0	4	3	0	2	0	0	0	0	0
ENSG00000034510	4399	7654	6627	6291	6080	6576	2131	4387	3634	4418	827	6522	3950	1061	1589
ENSG00000034533	190	275	259	192	224	225	107	180	178	99	20	274	117	73	66
ENSG00000034677	1599	1499	2563	2382	1741	1858	1217	1363	994	1006	294	2058	1675	729	534
ENSG00000034693	233	201	170	176	197	180	107	173	120	145	14	231	158	77	52
ENSG00000034713	656	786	857	701	557	595	286	333	286	300	92	531	494	183	217
ENSG00000034971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	545	660	519	519	521	654	283	564	310	413	108	578	572	274	291
ENSG00000035141	253	342	393	308	299	382	134	286	235	217	32	318	197	99	76
ENSG00000035403	3341	7491	5165	7014	4649	4721	3089	4274	4038	3499	1460	3099	6291	2043	3610
ENSG00000035499	22	12	18	9	5	16	7	9	1	12	0	18	1	6	2
ENSG00000035664	46	104	114	87	80	116	34	88	46	33	16	112	62	71	23
ENSG00000035681	1372	1359	1764	1795	1487	1502	735	1189	909	725	267	1418	1027	489	484
ENSG00000035687	1207	1100	1623	1557	972	1350	396	1163	629	604	168	1199	723	262	261
ENSG00000035720	151	368	148	80	88	160	118	110	55	97	51	105	112	85	95
ENSG00000035862	812	1668	1385	1580	1044	1545	381	880	937	252	116	846	529	145	344
ENSG00000035928	1252	1681	2124	1979	1601	1595	722	1435	1017	951	332	1666	1037	505	424
ENSG00000036054	814	797	935	995	744	956	476	664	435	326	124	680	609	222	245
ENSG00000036257	1938	2186	2588	2508	2115	2356	1166	1713	1266	908	328	2072	1443	687	644
ENSG00000036448	624	21	21	63	210	21	43	16	467	218	4	56	24	0	0
ENSG00000036473	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
ENSG00000036530	26	23	69	86	30	26	11	19	20	14	4	37	22	6	8
ENSG00000036549	1528	1782	1576	1498	1558	1579	668	1129	1147	944	235	1541	1429	616	530
ENSG00000036565	4	4	20	22	18	25	4	8	12	0	0	62	2	5	0
ENSG00000036672	2	5	6	9	5	6	6	4	4	2	0	0	0	0	0
ENSG00000036828	2	4	2	44	2	6	4	1	0	0	0	6	0	6	2
ENSG00000037042	178	85	82	70	108	76	57	104	66	56	38	93	118	72	45
ENSG00000037241	35	52	65	77	47	70	17	26	49	23	13	56	16	11	14
ENSG00000037280	77	40	132	44	99	50	37	115	89	16	33	43	87	14	76
ENSG00000037474	906	1424	1257	1274	1151	1292	631	961	939	748	220	1143	834	353	404
ENSG00000037637	885	904	986	783	1025	1083	443	552	715	490	135	990	779	366	423
ENSG00000037749	589	533	522	483	459	471	182	427	280	154	54	487	411	121	147
ENSG00000037757	235	234	194	111	229	229	73	164	154	165	54	249	196	59	140
ENSG00000037897	32	46	49	39	47	59	36	36	34	32	6	55	28	6	15
ENSG00000037965	0	0	0	12	0	0	0	0	1	2	0	0	0	0	0
ENSG00000038002	171	207	205	164	162	183	58	115	118	115	20	219	147	67	72
ENSG00000038210	663	485	710	663	446	440	243	360	299	245	54	510	367	113	119
ENSG00000038219	4523	7381	9121	8888	6523	7667	3484	5792	4766	3469	1237	6964	3622	1936	1931
ENSG00000038274	1619	1432	1379	1041	1074	1235	436	848	575	425	125	1249	979	283	300
ENSG00000038295	0	0	0	12	0	0	0	0	0	8	0	0	0	0	0
ENSG00000038358	800	867	1009	512	900	943	552	833	565	532	187	944	585	200	402
ENSG00000038382	1599	1887	1786	2128	2096	2380	1354	1840	1452	1238	686	1432	1141	698	979
ENSG00000038427	33609	65805	55721	88380	30372	93695	9443	41793	55200	11386	8742	39752	23024	9104	19410
ENSG00000038532	992	1511	1665	1453	1611	1579	863	1135	1044	733	357	1500	1007	553	685
ENSG00000038945	271	128	69	233	158	264	55	137	146	40	60	343	24	62	69
ENSG00000039068	10	25	35	30	15	6	7	8	4	25	0	13	5	0	2
ENSG00000039123	1365	1579	1848	1695	1554	1705	792	1256	1163	899	276	1581	1047	525	438
ENSG00000039139	4	3	1	32	3	2	2	2	0	13	0	0	0	0	0
ENSG00000039319	1586	1398	1752	1914	1284	1775	1016	1023	1142	520	190	1298	1148	424	419
ENSG00000039523	641	1132	915	876	1049	985	953	790	739	458	215	744	562	265	589
ENSG00000039537	0	0	0	10	0	1	0	0	0	6	0	0	0	0	0
ENSG00000039560	9	15	16	32	16	15	0	6	6	10	2	2	5	6	0
ENSG00000039600	15	7	9	30	8	11	4	2	2	4	0	9	8	7	8
ENSG00000039650	445	467	555	280	675	644	406	510	422	374	211	610	451	216	421
ENSG00000039987	2	0	1	10	0	0	0	2	0	2	0	2	2	0	2
ENSG00000040199	486	494	382	404	467	464	325	273	302	248	86	507	344	174	158
ENSG00000040275	122	117	141	115	116	91	56	113	77	90	48	106	91	48	36
ENSG00000040341	639	712	758	792	818	752	216	484	541	437	181	780	758	376	304
ENSG00000040487	73	144	223	82	212	198	57	127	130	70	37	167	117	63	97
ENSG00000040531	181	208	160	154	222	217	127	165	181	125	48	185	175	82	139
ENSG00000040608	6	10	10	10	12	19	8	4	13	10	9	12	10	0	10
ENSG00000040633	366	461	367	323	444	331	133	180	254	170	23	331	264	125	160
ENSG00000040731	0	0	0	3	1	0	0	0	0	4	0	0	0	0	0
ENSG00000040933	3922	3821	4686	3627	4599	4636	1635	2807	3073	2546	776	4490	3495	1856	1869
ENSG00000041353	540	1712	981	3723	839	588	1004	613	641	651	466	552	1931	402	603
ENSG00000041357	964	1117	1465	1509	979	1028	377	670	611	450	136	1148	672	204	211
ENSG00000041515	21	11	8	76	32	44	8	6	5	16	8	158	47	26	106
ENSG00000041802	730	625	780	719	627	869	389	658	563	418	144	816	413	286	355
ENSG00000041880	136	149	145	167	153	113	67	109	67	56	28	130	72	55	46
ENSG00000041982	19	24	39	39	39	42	14	12	13	11	0	14	31	6	23
ENSG00000041988	60	83	84	59	88	56	41	66	65	48	17	93	67	16	56
ENSG00000042062	239	248	252	115	255	285	88	129	144	87	44	243	152	120	145
ENSG00000042088	357	524	671	484	503	562	282	441	281	342	70	530	371	241	196
ENSG00000042286	68	66	53	35	76	75	28	45	48	41	14	61	63	33	51
ENSG00000042304	2	0	0	7	0	3	0	0	0	3	0	0	0	0	0
ENSG00000042317	53	71	70	77	104	61	28	80	51	34	16	56	56	11	24
ENSG00000042429	221	329	720	468	381	417	232	378	176	227	47	549	272	112	163
ENSG00000042445	216	180	264	226	289	283	95	265	185	130	53	276	276	106	192
ENSG00000042493	391	788	600	545	455	761	183	270	560	209	84	248	322	91	258
ENSG00000042753	95	191	193	233	214	233	93	125	111	72	36	215	116	41	70
ENSG00000042781	3	20	6	30	8	5	0	4	2	6	3	4	0	0	3
ENSG00000042813	0	4	0	4	0	0	0	2	0	1	0	0	0	0	0
ENSG00000042832	55	36	53	76	45	35	21	53	31	50	16	66	33	48	47
ENSG00000042980	632	1321	988	718	696	964	1168	690	386	532	331	759	555	946	564
ENSG00000043039	0	0	0	8	0	0	1	0	0	2	2	0	0	0	0
ENSG00000043093	907	1081	1393	1218	875	911	425	768	570	470	201	850	780	248	225
ENSG00000043143	2076	2722	2446	1461	2644	2031	1070	1814	1236	1314	332	2364	1631	651	954
ENSG00000043355	0	2	0	9	0	0	0	0	1	2	0	0	0	0	0
ENSG00000043462	5194	7264	7495	6334	7046	7003	4063	4648	4103	2310	950	6933	4260	1826	1976
ENSG00000043514	339	367	473	422	354	361	130	315	360	191	60	379	274	178	201
ENSG00000043591	6	22	10	9	8	6	2	4	8	6	2	8	4	2	3
ENSG00000044012	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000044090	179	303	236	154	341	283	139	237	201	177	52	269	171	107	169
ENSG00000044115	1385	1592	1589	1971	1508	1830	614	1002	1174	630	304	1331	898	464	551
ENSG00000044446	879	803	950	877	892	992	435	653	743	533	199	853	565	350	491
ENSG00000044459	321	409	529	943	559	548	171	425	417	198	124	419	279	107	189
ENSG00000044524	4	0	0	10	0	0	0	0	0	7	0	0	0	0	0
ENSG00000044574	2001	3077	3527	3016	2342	3009	1499	3754	1605	1577	392	2521	1227	493	602
ENSG00000046604	0	22	2	15	3	10	0	2	2	2	0	7	0	0	2
ENSG00000046647	140	169	148	92	118	154	53	76	100	78	15	107	146	78	70
ENSG00000046651	2001	1944	2145	1784	1694	1939	1295	1215	1266	1095	290	2096	1920	928	807
ENSG00000046653	216	326	193	273	283	186	128	130	173	69	22	234	255	72	82
ENSG00000046774	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0
ENSG00000046889	7	8	0	20	1	8	1	2	4	15	0	0	0	0	0
ENSG00000047056	1024	1137	1270	768	1040	1270	453	776	844	788	240	1041	915	473	483
ENSG00000047188	2094	1682	2257	2297	1959	1996	1230	1584	1486	940	307	2091	1346	652	595
ENSG00000047230	125	206	225	210	216	195	96	128	171	109	24	216	154	129	69
ENSG00000047249	293	324	460	370	313	381	227	259	207	194	38	352	264	161	172
ENSG00000047315	1795	2127	2432	2100	1814	2153	816	1471	1494	1063	290	1961	1478	726	617
ENSG00000047346	1587	1627	2266	1949	1714	1725	1023	1394	947	890	258	1901	1413	793	542
ENSG00000047365	4461	3322	5668	5336	4533	4114	1902	3023	2325	2114	745	6232	3662	1849	1415
ENSG00000047410	4971	6835	7450	6988	6211	6733	2734	4921	4197	3675	1052	6860	4022	2280	1975
ENSG00000047457	75	101	30	40	71	31	1	15	44	23	16	46	44	20	21
ENSG00000047578	481	536	699	467	586	690	354	468	402	378	178	707	344	280	346
ENSG00000047579	337	545	411	376	380	511	240	300	263	189	59	494	265	145	154
ENSG00000047597	47	198	93	191	51	60	132	74	38	85	52	26	166	48	87
ENSG00000047617	4	14	16	41	12	11	4	17	8	28	11	6	8	8	21
ENSG00000047621	379	416	389	371	388	406	114	301	314	150	34	408	313	164	140
ENSG00000047634	405	331	346	454	237	354	400	224	219	171	42	282	179	52	55
ENSG00000047644	897	1253	1036	758	1216	1357	641	750	659	486	277	1279	755	389	531
ENSG00000047648	68	369	170	397	177	122	189	154	124	116	87	68	245	100	167
ENSG00000047662	13	19	20	24	33	13	6	17	27	19	8	21	28	6	28
ENSG00000047849	2069	2194	2962	2726	3203	2391	1227	1925	1612	1478	486	2953	1769	1257	1040
ENSG00000047932	800	877	813	786	808	790	342	461	520	414	118	733	544	240	224
ENSG00000047936	6	1	1	11	0	1	1	6	0	5	0	0	0	0	0
ENSG00000048028	791	690	975	663	763	823	317	580	444	512	149	1066	735	510	286
ENSG00000048052	1119	1731	899	1453	1224	1395	544	705	891	440	254	906	947	583	533
ENSG00000048140	225	295	304	215	261	278	94	186	224	132	76	283	206	146	154
ENSG00000048162	68	118	130	120	109	130	74	82	73	70	25	130	78	38	44
ENSG00000048342	979	1378	931	817	1184	1217	261	496	507	411	169	732	946	242	247
ENSG00000048392	518	449	499	508	363	424	199	232	256	130	64	391	234	100	128
